permit_no,well_id,year,sampling_date,pH,chloride,nitrate_n,cadmium,arsenic,cyanide,mercury,organic_p,diazinon,parathion,phenol,lead,chromium,TCE,PCE,TCA_111,judgment,exceeded,source,remark
D199630090,F-122,2023,2023-10-15,7.1,18.1,13.4,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,제주시DB(2023 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199630091,F-120,2023,2023-10-15,7.7,22.4,2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,제주시DB(2023 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199630092,F-119,2023,2023-10-15,6.7,46.8,11.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,제주시DB(2023 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199630093,F-123,2023,2023-10-15,8,19.4,13.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,제주시DB(2023 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199630094,F-124,2023,2023-10-15,9,10.8,0.5,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합,수소이온농도,제주시DB(2023 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199630095,F-121,2023,2023-10-15,6.9,25.2,17.5,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,제주시DB(2023 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199630139,F-125,2023,2023-10-15,8.6,23.4,1.5,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합,수소이온농도,제주시DB(2023 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199630150,F-143,2023,2023-10-15,7.8,12.1,4.9,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,제주시DB(2023 6-2시트),"채취일자 미기재 (NO3 매칭 추정 예정); 표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199640096,F-196,2018,2018-10-15,8.1,8.6,1.5,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199640096,F-196,2021,2021-11-08,7.3,10.5,4.5,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D199640096,F-196,2024,2024-11-07,7.6,9.8,6.9,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=6.9↔6.9, Δ=0.00)"
D199640098,F-182,2018,2018-10-15,7.6,7.6,2.2,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199640098,F-182,2021,2021-11-23,7.8,7.2,1.4,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D199640098,F-182,2024,2024-10-30,7.9,6.0,1.7,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=1.7↔1.7, Δ=0.00)"
D199640099,F-185,2018,2018-10-15,7.4,4.7,0.2,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199640099,F-185,2021,2021-12-02,7.5,4.3,0.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D199640099,F-185,2024,2024-10-15,7.7,2.9,불검출,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199640100,F-172,2018,2018-10-15,7.4,63.4,1.6,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199640100,F-172,2021,2021-10-15,8,70.1,1.8,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D199640100,F-172,2024,2024-10-07,7.6,77.7,1.4,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=1.4↔1.4, Δ=0.00)"
D199640149,F-186,2018,2018-10-15,7.7,4.3,불검출,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199640149,F-186,2021,2021-12-02,9.3,4.3,0.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D199640149,F-186,2024,2024-10-15,7.9,2.7,0.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199640150,F-184,2018,2018-10-15,6.7,6.5,불검출,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199640150,F-184,2021,2021-11-23,8.2,6.5,0.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D199640150,F-184,2024,2024-10-30,8.0,5.2,0.4,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=0.4↔0.6, Δ=0.20)"
D199640151,F-199,2018,2018-10-15,7.9,10,2.4,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199640151,F-199,2021,2021-10-19,7.1,11.1,1.9,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D199640151,F-199,2024,2024-10-16,7.5,7.6,2.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=2.3↔1.9, Δ=0.40)"
D199640152,F-183,2018,2018-10-15,6.5,9.5,3.2,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199640152,F-183,2021,2021-11-23,7.7,7.6,1.5,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D199640152,F-183,2024,2024-10-30,8.0,7.2,2.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=2.3↔2.4, Δ=0.10)"
D199640183,D-327,2018,2018-10-15,8,6.6,0.3,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199640183,D-327,2021,2021-12-01,8.1,7,0.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D199640183,D-327,2024,2024-11-08,7.6,5.6,0.9,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=0.9↔0.9, Δ=0.00)"
D199640225,F-202,2018,2018-10-15,7,8.4,1.3,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199640225,F-202,2021,2021-11-15,7.9,7.1,0.8,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D199640225,F-202,2024,2024-11-18,8.0,5.9,0.8,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=0.8↔0.8, Δ=0.00)"
D199640226,F-203,2019,2019-10-15,7.4,9.3,2.4,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199640226,F-203,2022,2022-01-17,7.7,8.1,1.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D199640226,F-203,2025,2025-11-24,7.7 ,8.1 ,1.8 ,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,,,서귀포DB(정기검사),
D199640227,F-190,2018,2018-10-15,7.2,38.8,26,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,부적합,질산성질소,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199640227,F-190,2021,2021-11-12,7,29.9,24.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,
D199640227,F-190,2024,2024-11-04,7.1,24.3,28.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=28.3↔28.6, Δ=0.30)"
D199640228,F-189,2018,2018-10-15,7.1,32.8,24.7,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,부적합,질산성질소,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199640228,F-189,2021,2021-10-27,8.4,11.5,0.5,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D199640228,F-189,2024,2024-05-20,8.0,12.0,2.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (상반기, NO3=2.6↔1.3, Δ=1.30)"
D199720002,D-320,2018,2018-10-15,6.8,8.4,3.4,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199720002,D-320,2021,2021-12-03,8.3,5.9,1.8,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D199720002,D-320,2024,2024-11-08,8.0,4.5,1.9,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=1.9↔1.8, Δ=0.10)"
D199720003,F-117,2018,2018-10-15,8.4,7.1,1.9,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199720003,F-117,2021,2021-12-09,9,5.9,1.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(수소이온농도),,사후관리DB,
D199720003,F-117,2024,2024-11-25,8.8,4.3,0.9,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(수소이온농도),,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=0.9↔0.9, Δ=0.00)"
D199720017,F-226,2019,2019-10-15,7.6,5.2,0.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199720017,F-226,2022,2022-01-19,8,5.4,0.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D199720017,F-226,2025,2025-11-28,7.8 ,5.1 ,0.8 ,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,,,서귀포DB(정기검사),
D199720018,F-222,2019,2019-10-15,8.1,13.1,2.8,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199720018,F-222,2021,2021-11-30,8.4,7.1,1.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D199720018,F-222,2024,2024-11-25,8.5,5.2,0.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=0.3↔0.3, Δ=0.00)"
D199720019,F-224,2018,2018-10-15,8.5,7.5,2.3,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199720019,F-224,2021,2021-12-09,8.4,9.3,5.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D199720019,F-224,2024,2024-11-25,8.4,5.8,2.4,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=2.4↔2.3, Δ=0.10)"
D199720020,F-223,2019,2019-10-15,7.4,7,2.4,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199720020,F-223,2022,2022-02-09,7.5,6.1,1.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D199720020,F-223,2025,2025-11-28,7.4 ,6.2 ,2.0 ,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,,,서귀포DB(정기검사),
D199720021,F-225,2019,2019-10-15,7.9,5.6,1.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199720021,F-225,2022,2022-01-18,7.6,4.8,0.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D199720021,F-225,2025,2025-11-28,7.7 ,5.0 ,1.0 ,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,,,서귀포DB(정기검사),
D199720024,F-221,2019,2019-10-15,7.1,7,2.9,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
D199720024,F-221,2021,2021-12-03,7.6,5.5,1.8,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
D199720024,F-221,2024,2024-11-08,7.6,3.9,1.8,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=1.8↔1.8, Δ=0.00)"
D199720026,F-231,2019,2019-10-15,8.4,5,불검출,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
